SMILES,MOL_ID,VINA_SCORE,SHAPE_SCORE,ESP_SCORE,BEST_SCORE
O=C(NC1(c2ccc(Cl)cc2)COC1)c1ccc(N2CC[C@H](O)C2)cc1,8SHJligand,-7.435,0.7809510410804728,0.8833804106967735,0.8321657258886231
CN1C(=O)[C@H](c2c(c3ccc(Cl)cc3)[nH]c3c2c(=O)[nH]c(=O)n3C)c2ccccc21,9EJOligand,-6.202,0.7145141451414514,0.9689561137932631,0.8417351294673572
